"species_id","hectad_id","week_no","nrec"
"15",200,22,1
"15",200,23,1
"15",200,24,1
"15",200,25,3
"15",200,26,2
"15",200,27,2
"15",200,33,1
"15",200,34,1
"15",200,35,1
"20",200,22,1
"20",200,23,2
"20",200,24,2
"20",200,25,2
"20",200,26,1
"20",200,27,1
"20",200,28,5
"20",200,29,6
"20",200,30,7
"20",200,31,2
"20",200,32,2
"20",200,33,1
"20",200,34,3
"20",200,35,3
"20",200,36,4
"20",200,37,2
"20",200,38,1
"21",200,24,1
"21",200,25,2
"21",200,26,2
"21",200,27,1
"21",200,29,1
"21",200,30,1
"21",200,31,1
"21",200,33,1
"21",200,34,1
"21",200,35,1
"26",200,28,5
"26",200,29,8
"26",200,30,13
"26",200,31,9
"26",200,32,7
"26",200,33,4
"26",200,34,3
"26",200,35,2
"32",200,24,2
"32",200,25,4
"32",200,26,4
"32",200,27,2
"32",200,28,2
"32",200,29,4
"32",200,30,6
"32",200,31,4
"32",200,32,2
"32",200,33,2
"32",200,34,2
"32",200,35,2
"36",200,22,1
"36",200,23,1
"36",200,24,1
"4",200,24,2
"4",200,25,3
"4",200,26,3
"4",200,27,1
"4",200,28,9
"4",200,29,13
"4",200,30,16
"4",200,31,7
"4",200,32,4
"4",200,33,9
"4",200,34,10
"4",200,35,9
"4",200,36,1
"40",200,19,1
"40",200,20,2
"40",200,21,2
"40",200,22,1
"40",200,25,2
"40",200,26,2
"40",200,27,2
"40",200,28,2
"40",200,29,3
"40",200,30,4
"40",200,31,2
"40",200,32,2
"40",200,33,1
"40",200,34,3
"40",200,35,2
"40",200,36,2
"47",200,26,1
"47",200,27,1
"47",200,28,1
"47",200,34,1
"47",200,35,1
"47",200,36,1
"5",200,20,1
"5",200,21,1
"5",200,22,2
"5",200,23,2
"5",200,24,4
"5",200,25,4
"5",200,26,3
"5",200,27,1
"5",200,28,9
"5",200,29,12
"5",200,30,17
"5",200,31,9
"5",200,32,8
"5",200,33,9
"5",200,34,10
"5",200,35,8
"5",200,36,2
"7",200,24,1
"7",200,25,1
"7",200,26,1
"7",200,29,1
"7",200,30,1
"7",200,31,1
"7",200,33,1
"7",200,34,1
"7",200,35,1
"8",200,22,1
"8",200,23,1
"8",200,24,1
"8",200,29,1
"8",200,30,1
"8",200,31,2
"8",200,32,2
"8",200,33,2
"8",200,34,4
"8",200,35,3
"8",200,36,3
"15",201,17,1
"15",201,18,1
"15",201,19,1
"20",201,27,1
"20",201,28,2
"20",201,29,2
"20",201,30,1
"20",201,34,3
"20",201,35,3
"20",201,36,3
"26",201,25,1
"26",201,26,1
"26",201,27,3
"26",201,28,2
"26",201,29,2
"26",201,30,2
"26",201,31,3
"26",201,32,3
"26",201,33,3
"26",201,34,2
"26",201,35,2
"4",201,25,1
"4",201,26,1
"4",201,27,1
"4",201,28,1
"4",201,29,1
"4",201,30,4
"4",201,31,4
"4",201,32,4
"4",201,33,4
"4",201,34,3
"4",201,35,3
"40",201,16,1
"40",201,17,1
"40",201,18,1
"5",201,25,1
"5",201,26,1
"5",201,27,2
"5",201,28,1
"5",201,29,1
"5",201,30,4
"5",201,31,5
"5",201,32,5
"5",201,33,4
"5",201,34,3
"5",201,35,3
"7",201,25,1
"7",201,26,1
"7",201,27,1
"7",201,30,1
"7",201,31,1
"7",201,32,1
"8",201,30,1
"8",201,31,1
"8",201,32,1
"8",201,34,4
"8",201,35,6
"8",201,36,12
"8",201,37,8
"8",201,38,6
"8",201,39,1
"8",201,40,1
"8",201,41,1
"15",202,28,1
"15",202,29,1
"15",202,30,1
"15",202,36,1
"15",202,37,1
"15",202,38,1
"18",202,22,2
"18",202,23,2
"18",202,24,2
"18",202,32,1
"18",202,33,1
"18",202,34,1
"20",202,32,10
"20",202,33,10
"20",202,34,10
"22",202,21,1
"22",202,22,1
"22",202,23,1
"26",202,32,1
"26",202,33,1
"26",202,34,1
"28",202,15,1
"28",202,16,1
"28",202,17,1
"28",202,32,4
"28",202,33,4
"28",202,34,4
"3",202,32,1
"3",202,33,1
"3",202,34,1
"36",202,18,1
"36",202,19,1
"36",202,20,1
"36",202,26,1
"36",202,27,1
"36",202,28,1
"36",202,35,3
"36",202,36,3
"36",202,37,3
"37",202,35,2
"37",202,36,2
"37",202,37,2
"4",202,32,1
"4",202,33,1
"4",202,34,1
"4",202,35,2
"4",202,36,2
"4",202,37,2
"40",202,22,2
"40",202,23,2
"40",202,24,2
"41",202,22,1
"41",202,23,1
"41",202,24,1
"5",202,22,1
"5",202,23,1
"5",202,24,1
"5",202,27,1
"5",202,28,1
"5",202,29,1
"5",202,32,3
"5",202,33,3
"5",202,34,3
"5",202,35,2
"5",202,36,2
"5",202,37,2
"8",202,32,1
"8",202,33,1
"8",202,34,1
"8",202,36,1
"8",202,37,1
"8",202,38,1
"15",203,25,1
"15",203,26,2
"15",203,27,2
"15",203,28,1
"15",203,34,6
"15",203,35,6
"15",203,36,8
"15",203,37,5
"15",203,38,5
"15",203,39,5
"15",203,40,2
"15",203,41,3
"15",203,42,1
"15",203,43,1
"18",203,20,1
"18",203,21,1
"18",203,22,1
"18",203,25,2
"18",203,26,2
"18",203,27,2
"20",203,31,2
"20",203,32,2
"20",203,33,2
"20",203,36,3
"20",203,37,3
"20",203,38,3
"26",203,25,1
"26",203,26,1
"26",203,27,1
"28",203,41,1
"28",203,42,1
"28",203,43,1
"3",203,30,2
"3",203,31,2
"3",203,32,2
"32",203,32,1
"32",203,33,1
"32",203,34,1
"36",203,20,1
"36",203,21,1
"36",203,22,1
"36",203,34,3
"36",203,35,3
"36",203,36,5
"36",203,37,2
"36",203,38,2
"4",203,20,3
"4",203,21,3
"4",203,22,3
"4",203,26,1
"4",203,27,1
"4",203,28,1
"4",203,30,2
"4",203,31,2
"4",203,32,2
"4",203,34,4
"4",203,35,4
"4",203,36,4
"40",203,1,3
"40",203,2,3
"40",203,18,4
"40",203,19,4
"40",203,20,5
"40",203,21,1
"40",203,22,1
"40",203,25,3
"40",203,26,4
"40",203,27,4
"40",203,28,1
"40",203,34,17
"40",203,35,17
"40",203,36,17
"40",203,37,2
"40",203,38,2
"40",203,39,2
"40",203,53,3
"5",203,25,6
"5",203,26,6
"5",203,27,6
"5",203,29,1
"5",203,30,3
"5",203,31,3
"5",203,32,2
"5",203,34,6
"5",203,35,7
"5",203,36,9
"5",203,37,3
"5",203,38,2
"5",203,39,3
"5",203,40,3
"5",203,41,3
"8",203,34,1
"8",203,35,1
"8",203,36,8
"8",203,37,9
"8",203,38,9
"8",203,39,2
"15",204,19,2
"15",204,20,2
"15",204,21,2
"15",204,25,1
"15",204,26,2
"15",204,27,2
"15",204,28,1
"15",204,35,2
"15",204,36,2
"15",204,37,2
"18",204,20,3
"18",204,21,4
"18",204,22,4
"18",204,23,1
"18",204,26,1
"18",204,27,4
"18",204,28,4
"18",204,29,3
"18",204,31,1
"18",204,32,1
"18",204,33,1
"18",204,34,1
"18",204,35,1
"18",204,36,1
"20",204,25,3
"20",204,26,3
"20",204,27,3
"20",204,28,3
"20",204,29,5
"20",204,30,5
"20",204,31,2
"20",204,33,2
"20",204,34,2
"20",204,35,2
"20",204,41,7
"20",204,42,7
"20",204,43,7
"26",204,30,1
"26",204,31,1
"26",204,32,1
"28",204,31,1
"28",204,32,1
"28",204,33,1
"28",204,41,1
"28",204,42,1
"28",204,43,1
"3",204,33,2
"3",204,34,2
"3",204,35,5
"3",204,36,3
"3",204,37,3
"32",204,28,2
"32",204,29,2
"32",204,30,2
"36",204,20,4
"36",204,21,4
"36",204,22,5
"36",204,23,3
"36",204,24,3
"36",204,25,2
"36",204,27,1
"36",204,28,1
"36",204,29,1
"36",204,35,2
"36",204,36,2
"36",204,37,2
"37",204,20,2
"37",204,21,2
"37",204,22,2
"4",204,20,1
"4",204,21,1
"4",204,22,1
"4",204,26,5
"4",204,27,5
"4",204,28,6
"4",204,29,2
"4",204,30,4
"4",204,31,3
"4",204,32,2
"4",204,33,2
"4",204,34,3
"4",204,35,11
"4",204,36,9
"4",204,37,8
"4",204,41,1
"4",204,42,1
"4",204,43,1
"40",204,7,7
"40",204,8,7
"40",204,9,7
"40",204,16,10
"40",204,17,10
"40",204,18,10
"40",204,19,3
"40",204,20,8
"40",204,21,9
"40",204,22,6
"40",204,23,1
"40",204,27,1
"40",204,28,1
"40",204,29,1
"40",204,35,7
"40",204,36,8
"40",204,37,8
"40",204,38,4
"40",204,39,3
"40",204,40,3
"41",204,35,3
"41",204,36,3
"41",204,37,3
"42",204,16,1
"42",204,17,1
"42",204,18,1
"42",204,27,1
"42",204,28,1
"42",204,29,1
"5",204,20,1
"5",204,21,1
"5",204,22,1
"5",204,26,5
"5",204,27,8
"5",204,28,10
"5",204,29,6
"5",204,30,5
"5",204,31,3
"5",204,32,3
"5",204,33,3
"5",204,34,4
"5",204,35,10
"5",204,36,8
"5",204,37,7
"5",204,38,3
"5",204,39,3
"5",204,40,3
"8",204,22,2
"8",204,23,2
"8",204,24,2
"8",204,33,1
"8",204,34,1
"8",204,35,1
"8",204,36,8
"8",204,37,8
"8",204,38,9
"8",204,39,1
"8",204,40,1
"12",205,35,1
"12",205,36,1
"12",205,37,1
"15",205,19,3
"15",205,20,3
"15",205,21,3
"15",205,37,4
"15",205,38,4
"15",205,39,4
"18",205,19,1
"18",205,20,1
"18",205,21,1
"18",205,22,1
"18",205,23,1
"18",205,24,1
"18",205,25,2
"18",205,26,2
"18",205,27,3
"18",205,28,1
"18",205,29,1
"20",205,23,1
"20",205,24,1
"20",205,25,1
"20",205,30,5
"20",205,31,6
"20",205,32,6
"20",205,33,2
"20",205,34,9
"20",205,35,11
"20",205,36,16
"20",205,37,8
"20",205,38,6
"26",205,21,1
"26",205,22,1
"26",205,23,1
"26",205,29,1
"26",205,30,1
"26",205,31,1
"26",205,35,1
"26",205,36,1
"26",205,37,1
"28",205,37,2
"28",205,38,2
"28",205,39,2
"3",205,31,2
"3",205,32,2
"3",205,33,2
"3",205,35,1
"3",205,36,1
"3",205,37,3
"3",205,38,2
"3",205,39,2
"36",205,16,1
"36",205,17,1
"36",205,18,1
"36",205,36,1
"36",205,37,1
"36",205,38,1
"4",205,25,2
"4",205,26,3
"4",205,27,4
"4",205,28,2
"4",205,29,3
"4",205,30,3
"4",205,31,4
"4",205,32,2
"4",205,33,1
"4",205,35,1
"4",205,36,3
"4",205,37,3
"4",205,38,2
"40",205,16,1
"40",205,17,3
"40",205,18,3
"40",205,19,4
"40",205,20,2
"40",205,21,2
"40",205,23,1
"40",205,24,1
"40",205,25,5
"40",205,26,4
"40",205,27,6
"40",205,28,2
"40",205,29,2
"40",205,30,1
"40",205,31,1
"40",205,32,1
"40",205,36,1
"40",205,37,5
"40",205,38,5
"40",205,39,4
"42",205,27,1
"42",205,28,1
"42",205,29,1
"5",205,25,2
"5",205,26,3
"5",205,27,7
"5",205,28,6
"5",205,29,8
"5",205,30,5
"5",205,31,5
"5",205,32,2
"5",205,33,2
"5",205,34,1
"5",205,35,2
"5",205,36,5
"5",205,37,7
"5",205,38,6
"5",205,39,2
"8",205,30,5
"8",205,31,6
"8",205,32,6
"8",205,33,1
"8",205,36,9
"8",205,37,10
"8",205,38,10
"8",205,39,4
"8",205,40,3
"8",205,41,3
"1",206,27,1
"1",206,28,1
"1",206,29,1
"15",206,19,1
"15",206,20,1
"15",206,21,2
"15",206,22,1
"15",206,23,1
"15",206,30,1
"15",206,31,1
"15",206,32,3
"15",206,33,2
"15",206,34,2
"18",206,24,1
"18",206,25,1
"18",206,26,1
"18",206,27,1
"18",206,28,1
"18",206,29,1
"18",206,36,1
"18",206,37,1
"18",206,38,1
"20",206,27,2
"20",206,28,2
"20",206,29,2
"20",206,36,2
"20",206,37,3
"20",206,38,3
"20",206,39,1
"28",206,14,1
"28",206,15,1
"28",206,16,1
"28",206,22,1
"28",206,23,1
"28",206,24,1
"28",206,28,1
"28",206,29,3
"28",206,30,3
"28",206,31,2
"28",206,36,2
"28",206,37,2
"28",206,38,2
"28",206,39,1
"28",206,40,1
"28",206,41,1
"3",206,31,1
"3",206,32,2
"3",206,33,2
"3",206,34,1
"3",206,37,1
"3",206,38,1
"3",206,39,1
"36",206,13,1
"36",206,14,1
"36",206,15,1
"4",206,28,1
"4",206,29,2
"4",206,30,3
"4",206,31,2
"4",206,32,1
"40",206,26,2
"40",206,27,2
"40",206,28,2
"40",206,37,1
"40",206,38,1
"40",206,39,1
"5",206,26,1
"5",206,27,1
"5",206,28,2
"5",206,29,2
"5",206,30,2
"5",206,31,1
"5",206,32,1
"5",206,33,2
"5",206,34,2
"5",206,35,1
"5",206,36,1
"5",206,37,1
"5",206,38,1
"8",206,34,1
"8",206,35,1
"8",206,36,2
"8",206,37,1
"8",206,38,1
"18",207,29,1
"18",207,30,2
"18",207,31,4
"18",207,32,3
"18",207,33,4
"18",207,34,2
"18",207,35,2
"20",207,26,1
"20",207,27,3
"20",207,28,3
"20",207,29,3
"20",207,30,2
"20",207,31,2
"20",207,32,3
"20",207,33,6
"20",207,34,7
"20",207,35,5
"20",207,36,3
"20",207,37,2
"20",207,38,2
"26",207,26,1
"26",207,27,4
"26",207,28,4
"26",207,29,4
"26",207,30,3
"26",207,31,4
"26",207,32,3
"26",207,33,1
"26",207,34,1
"26",207,35,1
"26",207,36,2
"26",207,37,1
"26",207,38,1
"28",207,32,1
"28",207,33,1
"28",207,34,1
"3",207,27,3
"3",207,28,3
"3",207,29,4
"3",207,30,4
"3",207,31,4
"3",207,32,3
"3",207,34,2
"3",207,35,2
"3",207,36,3
"3",207,37,1
"3",207,38,1
"37",207,30,1
"37",207,31,1
"37",207,32,1
"37",207,34,1
"37",207,35,1
"37",207,36,1
"4",207,26,1
"4",207,27,1
"4",207,28,1
"4",207,29,1
"4",207,30,3
"4",207,31,3
"4",207,32,4
"4",207,33,4
"4",207,34,4
"4",207,35,3
"4",207,36,2
"4",207,37,2
"4",207,38,1
"40",207,33,1
"40",207,34,1
"40",207,35,1
"40",207,37,1
"40",207,38,1
"40",207,39,1
"5",207,27,1
"5",207,28,1
"5",207,29,2
"5",207,30,2
"5",207,31,2
"5",207,32,1
"5",207,36,2
"5",207,37,2
"5",207,38,2
"7",207,33,1
"7",207,34,2
"7",207,35,2
"7",207,36,1
"8",207,29,1
"8",207,30,2
"8",207,31,2
"8",207,32,1
"8",207,36,4
"8",207,37,4
"8",207,38,4
"1",208,29,1
"1",208,30,1
"1",208,31,1
"18",208,24,1
"18",208,25,1
"18",208,26,1
"18",208,29,2
"18",208,30,2
"18",208,31,2
"18",208,32,1
"18",208,33,1
"18",208,34,1
"19",208,17,1
"19",208,18,1
"19",208,19,1
"20",208,24,1
"20",208,25,1
"20",208,26,1
"20",208,27,2
"20",208,28,2
"20",208,29,2
"20",208,31,2
"20",208,32,2
"20",208,33,3
"20",208,34,1
"20",208,35,1
"20",208,36,2
"20",208,37,2
"20",208,38,2
"26",208,21,2
"26",208,22,4
"26",208,23,4
"26",208,24,4
"26",208,25,2
"26",208,26,2
"26",208,27,2
"26",208,28,2
"26",208,29,2
"26",208,30,1
"26",208,31,3
"26",208,32,3
"26",208,33,4
"26",208,34,4
"26",208,35,4
"26",208,36,2
"3",208,26,2
"3",208,27,5
"3",208,28,5
"3",208,29,5
"3",208,30,4
"3",208,31,5
"3",208,32,4
"3",208,33,4
"3",208,34,6
"3",208,35,5
"3",208,36,3
"37",208,29,1
"37",208,30,1
"37",208,31,1
"4",208,24,1
"4",208,25,2
"4",208,26,2
"4",208,27,1
"4",208,30,1
"4",208,31,1
"4",208,32,2
"4",208,33,4
"4",208,34,4
"4",208,35,3
"40",208,14,1
"40",208,15,1
"40",208,16,1
"40",208,17,1
"40",208,18,1
"40",208,19,1
"40",208,21,2
"40",208,22,2
"40",208,23,3
"40",208,24,3
"40",208,25,3
"40",208,26,2
"40",208,36,1
"40",208,37,2
"40",208,38,2
"40",208,39,1
"5",208,29,1
"5",208,30,2
"5",208,31,2
"5",208,32,1
"5",208,33,2
"5",208,34,2
"5",208,35,2
"7",208,27,1
"7",208,28,1
"7",208,29,1
"7",208,31,2
"7",208,32,2
"7",208,33,4
"7",208,34,3
"7",208,35,3
"7",208,36,1
"8",208,27,1
"8",208,28,1
"8",208,29,1
"8",208,31,2
"8",208,32,3
"8",208,33,4
"8",208,34,5
"8",208,35,5
"8",208,36,4
"8",208,37,1
"20",209,37,1
"20",209,38,1
"20",209,39,1
"26",209,23,1
"26",209,24,1
"26",209,25,1
"26",209,32,2
"26",209,33,3
"26",209,34,3
"26",209,35,1
"3",209,33,1
"3",209,34,1
"3",209,35,1
"36",209,32,1
"36",209,33,1
"36",209,34,1
"4",209,35,1
"4",209,36,1
"4",209,37,1
"40",209,16,1
"40",209,17,2
"40",209,18,2
"40",209,19,2
"40",209,20,1
"40",209,21,1
"42",209,37,1
"42",209,38,1
"42",209,39,1
"5",209,32,1
"5",209,33,1
"5",209,34,1
"8",209,33,1
"8",209,34,1
"8",209,35,1
"20",210,39,1
"20",210,40,1
"20",210,41,1
"26",210,24,3
"26",210,25,4
"26",210,26,4
"26",210,27,3
"26",210,28,2
"26",210,29,2
"26",210,31,1
"26",210,32,1
"26",210,33,1
"26",210,36,1
"26",210,37,1
"26",210,38,1
"3",210,37,1
"3",210,38,1
"3",210,39,1
"36",210,37,1
"36",210,38,2
"36",210,39,2
"36",210,40,1
"4",210,24,1
"4",210,25,1
"4",210,26,1
"4",210,32,1
"4",210,33,3
"4",210,34,3
"4",210,35,4
"4",210,36,2
"4",210,37,3
"4",210,38,1
"4",210,39,3
"4",210,40,2
"4",210,41,2
"40",210,9,1
"40",210,10,1
"40",210,11,1
"40",210,14,1
"40",210,15,1
"40",210,16,1
"40",210,37,1
"40",210,38,1
"40",210,39,1
"40",210,43,1
"40",210,44,1
"40",210,45,1
"5",210,22,1
"5",210,23,1
"5",210,24,1
"5",210,32,1
"5",210,33,1
"5",210,34,1
"8",210,32,1
"8",210,33,1
"8",210,34,1
"20",211,32,1
"20",211,33,1
"20",211,34,1
"20",211,37,1
"20",211,38,1
"20",211,39,2
"20",211,40,1
"20",211,41,1
"21",211,22,2
"21",211,23,3
"21",211,24,4
"21",211,25,4
"21",211,26,3
"21",211,27,6
"21",211,28,5
"21",211,29,5
"21",211,30,2
"21",211,31,2
"21",211,32,2
"21",211,33,1
"21",211,42,1
"21",211,43,1
"21",211,44,1
"26",211,18,1
"26",211,19,2
"26",211,20,4
"26",211,21,3
"26",211,22,4
"26",211,23,4
"26",211,24,5
"26",211,25,10
"26",211,26,9
"26",211,27,20
"26",211,28,16
"26",211,29,15
"26",211,30,6
"26",211,31,5
"26",211,32,9
"26",211,33,6
"26",211,34,6
"26",211,35,2
"26",211,36,3
"26",211,37,1
"26",211,38,1
"26",211,41,2
"26",211,42,2
"26",211,43,2
"36",211,19,1
"36",211,20,2
"36",211,21,2
"36",211,22,1
"36",211,27,1
"36",211,28,1
"36",211,29,1
"37",211,11,1
"37",211,12,2
"37",211,13,2
"37",211,14,1
"37",211,18,1
"37",211,19,2
"37",211,20,3
"37",211,21,2
"37",211,22,1
"37",211,28,1
"37",211,29,1
"37",211,30,1
"4",211,22,4
"4",211,23,4
"4",211,24,4
"4",211,25,1
"4",211,26,2
"4",211,27,7
"4",211,28,10
"4",211,29,10
"4",211,30,8
"4",211,31,4
"4",211,32,7
"4",211,33,6
"4",211,34,8
"4",211,35,4
"4",211,36,2
"4",211,39,2
"4",211,40,3
"4",211,41,4
"4",211,42,2
"4",211,43,1
"4",211,45,6
"4",211,46,9
"4",211,47,10
"4",211,48,10
"4",211,49,7
"4",211,50,9
"4",211,51,3
"4",211,52,3
"40",211,10,1
"40",211,11,1
"40",211,12,1
"40",211,15,2
"40",211,16,2
"40",211,17,2
"40",211,21,1
"40",211,22,1
"40",211,23,1
"40",211,25,1
"40",211,26,3
"40",211,27,6
"40",211,28,6
"40",211,29,4
"40",211,30,2
"40",211,31,1
"40",211,32,1
"40",211,34,1
"40",211,35,2
"40",211,36,2
"40",211,37,2
"40",211,38,1
"40",211,39,1
"40",211,40,1
"40",211,41,2
"40",211,42,2
"40",211,43,1
"40",211,45,1
"40",211,46,1
"40",211,47,1
"5",211,22,1
"5",211,23,1
"5",211,24,1
"5",211,25,1
"5",211,26,1
"5",211,27,1
"5",211,32,2
"5",211,33,2
"5",211,34,2
"5",211,40,1
"5",211,41,1
"5",211,42,1
"21",212,25,1
"21",212,26,3
"21",212,27,3
"21",212,28,2
"21",212,33,1
"21",212,34,1
"21",212,35,1
"26",212,19,1
"26",212,20,1
"26",212,21,1
"26",212,25,2
"26",212,26,5
"26",212,27,6
"26",212,28,8
"26",212,29,6
"26",212,30,9
"26",212,31,9
"26",212,32,9
"26",212,33,8
"26",212,34,6
"26",212,35,5
"26",212,36,2
"26",212,37,1
"26",212,38,1
"26",212,39,2
"26",212,40,2
"26",212,41,2
"26",212,42,1
"36",212,16,1
"36",212,17,1
"36",212,18,1
"36",212,38,1
"36",212,39,1
"36",212,40,1
"4",212,23,1
"4",212,24,1
"4",212,25,1
"4",212,26,1
"4",212,27,1
"4",212,28,2
"4",212,29,1
"4",212,30,2
"4",212,31,2
"4",212,32,2
"4",212,33,1
"4",212,34,1
"4",212,35,1
"4",212,36,2
"4",212,37,1
"4",212,38,2
"4",212,39,2
"4",212,40,3
"4",212,41,2
"4",212,42,1
"40",212,17,1
"40",212,18,1
"40",212,19,2
"40",212,20,1
"40",212,21,1
"40",212,35,1
"40",212,36,2
"40",212,37,2
"40",212,38,1
"21",213,33,1
"21",213,34,1
"21",213,35,1
"26",213,23,1
"26",213,24,1
"26",213,25,2
"26",213,26,1
"26",213,27,2
"26",213,28,2
"26",213,29,2
"26",213,30,1
"36",213,16,1
"36",213,17,1
"36",213,18,1
"4",213,25,1
"4",213,26,1
"4",213,27,2
"4",213,28,1
"4",213,29,1
"4",213,31,2
"4",213,32,2
"4",213,33,2
"4",213,35,2
"4",213,36,2
"4",213,37,3
"4",213,38,1
"4",213,39,1
"40",213,33,1
"40",213,34,1
"40",213,35,1
"26",214,26,1
"26",214,27,1
"26",214,28,1
"26",214,31,1
"26",214,32,1
"26",214,33,1
"40",214,21,1
"40",214,22,1
"40",214,23,1
"42",214,21,1
"42",214,22,1
"42",214,23,1
"20",215,34,1
"20",215,35,1
"20",215,36,1
"26",215,22,1
"26",215,23,1
"26",215,24,2
"26",215,25,3
"26",215,26,3
"26",215,27,2
"26",215,28,1
"26",215,29,1
"26",215,30,1
"26",215,32,1
"26",215,33,1
"26",215,34,1
"4",215,24,1
"4",215,25,1
"4",215,26,1
"4",215,28,1
"4",215,29,1
"4",215,30,1
"4",215,32,1
"4",215,33,1
"4",215,34,1
"4",215,37,1
"4",215,38,1
"4",215,39,1
"40",215,28,1
"40",215,29,1
"40",215,30,1
"21",216,27,1
"21",216,28,1
"21",216,29,1
"26",216,25,3
"26",216,26,4
"26",216,27,5
"26",216,28,3
"26",216,29,2
"26",216,30,1
"26",216,35,1
"26",216,36,1
"26",216,37,1
"4",216,25,2
"4",216,26,2
"4",216,27,2
"4",216,34,1
"4",216,35,1
"4",216,36,1
"21",217,34,1
"21",217,35,1
"21",217,36,1
"26",217,26,1
"26",217,27,2
"26",217,28,2
"26",217,29,1
"4",217,27,1
"4",217,28,1
"4",217,29,1
"4",217,37,1
"4",217,38,1
"4",217,39,1
"26",218,27,1
"26",218,28,1
"26",218,29,1
"40",218,24,2
"40",218,25,2
"40",218,26,2
"21",219,21,1
"21",219,22,1
"21",219,23,1
"21",219,27,1
"21",219,28,1
"21",219,29,1
"26",219,25,1
"26",219,26,1
"26",219,27,1
"4",219,31,1
"4",219,32,1
"4",219,33,1
"40",219,18,2
"40",219,19,3
"40",219,20,3
"40",219,21,1
"40",219,25,1
"40",219,26,1
"40",219,27,1
"26",220,27,2
"26",220,28,2
"26",220,29,2
"26",220,30,3
"26",220,31,3
"26",220,32,5
"26",220,33,2
"26",220,34,2
"26",220,36,1
"26",220,37,1
"26",220,38,1
"4",220,31,1
"4",220,32,1
"4",220,33,2
"4",220,34,1
"4",220,35,2
"4",220,36,1
"4",220,37,1
"40",220,20,1
"40",220,21,1
"40",220,22,1
"21",223,32,1
"21",223,33,1
"21",223,34,1
"26",223,32,1
"26",223,33,1
"26",223,34,1
"4",223,25,2
"4",223,26,2
"4",223,27,3
"4",223,28,1
"4",223,29,1
"4",223,32,2
"4",223,33,2
"4",223,34,3
"4",223,35,1
"4",223,36,1
"40",223,28,2
"40",223,29,2
"40",223,30,2
"21",224,30,1
"21",224,31,1
"21",224,32,3
"21",224,33,2
"21",224,34,6
"21",224,35,4
"21",224,36,4
"4",224,32,2
"4",224,33,3
"4",224,34,4
"4",224,35,2
"4",224,36,1
"40",224,34,1
"40",224,35,2
"40",224,36,2
"40",224,37,1
"38",225,32,1
"38",225,33,1
"38",225,34,1
"4",225,32,1
"4",225,33,1
"4",225,34,1
"5",225,32,1
"5",225,33,1
"5",225,34,1
"15",226,19,1
"15",226,20,2
"15",226,21,5
"15",226,22,4
"15",226,23,3
"15",226,26,2
"15",226,27,3
"15",226,28,5
"15",226,29,4
"15",226,30,3
"15",226,31,1
"15",226,32,1
"15",226,33,1
"15",226,34,2
"15",226,35,1
"15",226,36,2
"15",226,37,1
"15",226,38,1
"17",226,37,1
"17",226,38,1
"17",226,39,1
"18",226,20,1
"18",226,21,1
"18",226,22,1
"18",226,24,1
"18",226,25,1
"18",226,26,2
"18",226,27,2
"18",226,28,2
"18",226,29,1
"18",226,30,1
"18",226,31,4
"18",226,32,5
"18",226,33,4
"18",226,34,2
"18",226,35,1
"18",226,36,1
"20",226,24,1
"20",226,25,2
"20",226,26,2
"20",226,27,3
"20",226,28,4
"20",226,29,7
"20",226,30,5
"20",226,31,3
"20",226,34,1
"20",226,35,1
"20",226,36,2
"20",226,37,1
"20",226,38,1
"21",226,38,1
"21",226,39,1
"21",226,40,1
"22",226,35,1
"22",226,36,1
"22",226,37,1
"25",226,23,1
"25",226,24,1
"25",226,25,2
"25",226,26,1
"25",226,27,2
"25",226,28,3
"25",226,29,3
"25",226,30,2
"25",226,31,2
"25",226,32,4
"25",226,33,4
"25",226,34,3
"25",226,35,1
"25",226,36,2
"25",226,37,1
"25",226,38,1
"26",226,20,1
"26",226,21,2
"26",226,22,2
"26",226,23,2
"26",226,24,1
"26",226,25,1
"26",226,26,3
"26",226,27,5
"26",226,28,7
"26",226,29,5
"26",226,30,5
"26",226,31,4
"26",226,32,6
"26",226,33,8
"26",226,34,7
"26",226,35,6
"26",226,36,5
"26",226,37,8
"26",226,38,9
"26",226,39,6
"26",226,40,3
"28",226,20,3
"28",226,21,6
"28",226,22,6
"28",226,23,4
"28",226,24,3
"28",226,25,4
"28",226,26,7
"28",226,27,5
"28",226,28,6
"28",226,29,3
"28",226,30,4
"28",226,31,4
"28",226,32,7
"28",226,33,7
"28",226,34,7
"28",226,35,6
"28",226,36,6
"28",226,37,4
"28",226,38,1
"3",226,27,2
"3",226,28,2
"3",226,29,2
"3",226,33,2
"3",226,34,2
"3",226,35,2
"3",226,36,2
"3",226,37,3
"3",226,38,5
"3",226,39,3
"3",226,40,2
"32",226,23,1
"32",226,24,1
"32",226,25,1
"32",226,32,1
"32",226,33,1
"32",226,34,1
"36",226,13,1
"36",226,14,1
"36",226,15,2
"36",226,16,1
"36",226,17,1
"36",226,29,1
"36",226,30,1
"36",226,31,1
"36",226,34,2
"36",226,35,2
"36",226,36,2
"37",226,9,1
"37",226,10,1
"37",226,11,1
"37",226,15,1
"37",226,16,1
"37",226,17,3
"37",226,18,3
"37",226,19,5
"37",226,20,4
"37",226,21,3
"37",226,22,1
"37",226,26,1
"37",226,27,1
"37",226,28,1
"37",226,29,1
"37",226,30,1
"37",226,31,1
